,Date,nps,Comment
343,2/27/23 19:32,3,Se atora la página a la hora de meter la info de la tarjeta de crédico. Tuve que hacer la reservación desde el inicio dos veces...
344,2/27/23 19:24,2,"Evitando cargos extras como el de la maleta de 10kg, eso no debe cobrarse, ya que es lo mínimo con lo que uno debe viajar"
345,2/27/23 19:23,7,mejores precios
346,2/27/23 19:15,0,QIERES?
347,2/27/23 19:14,5,Los viajes demoran demasiado y el tiempo de abordaje es mayor.Habría que agilizar el proceso.
348,2/27/23 19:11,6,aveces se traba mucho. gracias
349,2/27/23 19:09,4,"Información engañosa y tendenciosa al buscan en la comprar, cobrar más, por servicios que deben incluir. Encarecen los precios."
350,2/27/23 19:06,5,muy poco intuitiva
351,2/27/23 19:03,4,"Mejorando su sistema para poder pagar directo, intente pagar con mi tarjeta no me lo permitio, tuve que usar paypal, lo cual no es un inconveniente sin embargo fue molesto no poderlo hacer directo"
352,2/27/23 19:02,0,COMPLICADA Y BUSCAN COMO COBRAR MAS
353,2/27/23 18:59,8,La página se reinició 2 veces sola
354,2/27/23 18:55,8,que no pongan tantas opciones
355,2/27/23 18:45,0,payment process had problems - paypal would be amazing!
356,2/27/23 18:43,8,quitar trampas en los seguros y gastos extra.
357,2/27/23 18:42,0,NO CAMBIANDO LOS PRECIOS EN CUESTION DE MINUTOS
358,2/27/23 18:31,1,CAMBIA DE PRECIO  A CADA RATO
359,2/27/23 18:30,7,no bloquear los nombres del perfil para el vuelo
360,2/27/23 18:23,7,El precio del TUA
361,2/27/23 18:20,5,MAS OPCIONES DE TRANSPORTE TERRESTRE AL LLEGAR A AEROPUERTOS
362,2/27/23 18:20,8,Muy Bueno!
363,2/27/23 18:18,7,"Mostrar costo total desde el inicio, no agregar adicionales no solicitados."
364,2/27/23 18:16,8,"RESPERTAR PRECIOS AL PAGAR, NUNCA SE ACABÓ EL TIEMPO Y AL PAGAR SE CANCELÓ POR TARIFA MODIFICADA"
365,2/27/23 18:07,5,menos preguntas
366,2/27/23 18:05,0,PÒNEN CARGOS EXTRAS A ESCONDIDAS
367,2/27/23 18:03,8,"Muchas pantallas y opciones a escoger, y eso hace menos claro el costo del viaje a seleccionar"
368,2/27/23 18:01,8,PONIENID MAS VUELOS DIRECTOS
369,2/27/23 17:57,8,"Algo lento el proceso de reserva. Y ya llenando todo, resultó que ya había cambiado la tarifa.A llenar todo otra vez."
370,2/27/23 17:49,7,Poder ver el costo del boleto incluyendo el TUA antes de cargar la información del pasajero
371,2/27/23 17:49,8,"Son demasiados pasos para la reserva, simplificar sería bueno. No me dejo modificar mis datos del perfil."
372,2/27/23 17:47,8,No teniendo los adicionales almomento
373,2/27/23 17:43,8,"SON MUCHOS EXTRAS, QUITARLOS AYUDARÍAS MUCHO."
374,2/27/23 17:41,8,"TENER UN PLAN PREDISEÑADO DE LA VERSIÓN MÁS ECONOMICA, ES DECIR, SIN TANTA SELECCIÓN PARA LAS PERSONAS QUE NO ESTAN TAN FAMIIARIZADAS CON LA TECNOLOGIA. GRACIAS."
375,2/27/23 17:40,2,MUY LENTA PARA COMPRAR UN BOLETEO ADEMAS DE TENER QUE PAGAR HASTA POR UN MALETA DE 10 KG QUE DEBE ESTAR INCLUIDA
376,2/27/23 17:36,7,"Don't have all the add on pages! Plus, don't automatically add the seguro"
377,2/27/23 17:26,8,ok
378,2/27/23 17:23,5,DEJEN DE COBRAR POR TODO
379,2/27/23 17:21,0,nunca pasan mis tarjetas de credito
380,2/27/23 17:10,4,La opción del seguro de viaje debe ser opcional y lo colocan a fuerzas para pagar.
381,2/27/23 17:10,8,NO SE
382,2/27/23 17:09,8,"Los precios al momento de seleccionar los asientos no aparecen correctos, hay que ingresar, regresar y volver a ingresar para que aparezca el costo correcto."
383,2/27/23 17:01,7,Ser mas  claros en los cargos adicionales
384,2/27/23 16:54,7,"El tiempo para comprar es poco considerando todas las ofertas que hay que seleccionar... y cuando paga, se agota tu oferta y hay que volver a empezar."
385,2/27/23 16:51,0,Cochinero de precios
386,2/27/23 16:46,6,"Es muy complicado avanzar, te quieren ofrecer todos los precios caros en un principio.Cambiar tu asiento gigante, avnzar sin escoger en pequeñito"
387,2/27/23 16:44,8,EL MONTON DE CARGOS EXTRAS
389,2/27/23 16:39,6,Son muchas las opciones para pagar.
390,2/27/23 16:36,8,Que al momento de pagar se más especifico el porque no acepta una tarjeta
391,2/27/23 16:35,0,"no deja pagar,  el boleto con una tarjeta europea."
392,2/27/23 16:31,8,los costos no son claros desde el inicio
393,2/27/23 16:18,8,LA ACCESIBILIDAD AL AGREGAR LOS EXTRAS
394,2/27/23 16:09,8,mas rapidez
395,2/27/23 16:05,4,Mejorar la selección de asientos
396,2/27/23 15:58,8,TUVE QUE INTENTAR MUCHAS VECES EL PAGO CON MI TARJETA
397,2/27/23 15:29,5,poner todo más rápido y fácil y no estar dando opciones para engañar a la gente y terminas pagando más
398,2/27/23 15:20,8,Van incrementando el precio como de letras chiquitas.
399,2/27/23 14:59,7,muchos cargos adicionales que quieren poner
400,2/27/23 14:53,0,RESPETANDO LAS ARIFAS MOSTRADAS Y NO ALTERANDO LOS PRECIOS
401,2/27/23 14:52,4,"Abrir más horarios... están muy limitados, pocas opciones a elegir."
402,2/27/23 14:43,5,"en la seleccion de asientos, muy confuso"
403,2/27/23 14:28,8,Agilidad en el proceso. Mas especifico
404,2/27/23 13:44,8,Me dí de alta para utilizar los Dooters y no pude ingresar de inmediato ya que al confirmar la liga del correo de confirmación que recibí dí mis datos y no me fue posible ingresar.Creo que tienen que verificar eso. Perdí ese beneficio...Lo demás está bien
405,2/27/23 13:29,1,No se puede realizar el pago
406,2/27/23 13:25,7,"CAMBIAN MUCHO LOS PRECIOS, UTILIZAN INFO DE COQUIS QUE NO ES BUENO"
407,2/27/23 8:20,6,muchos costos extras
408,2/27/23 7:38,8,RESPETANDO HORARIOS Y EVITAR LOS RETRASOS
409,2/27/23 7:23,0,"Muchas opciones para confundir a los usuarios, lo que se necesita es algo mas sencillo. Por otro lado, la selección de asientos y que se cobre por ello lo han normalizado, lo que no debería de ser, el simple hecho de comprar un boleto por lógica debe ser incluido, es como querer cobrar el uso de la escalera para subir al avión, es una tontería."
410,2/27/23 7:22,0,SIENDO MAS CONCRETOS LA PAGINA CONFUNDE MUCHO
411,2/27/23 7:00,7,"Intente pagar con mis tarjetas de credito y no lo acepto, intente con tres diferentes tarjetas, porfavor de solucionarlo cuanto antes, afecta los programas economicos personales"
412,2/27/23 6:37,5,ES MUUY COONFUSA
413,2/27/23 6:30,5,formas de pago
414,2/27/23 6:21,2,tiempo de vencimiento de pagina
415,2/27/23 5:51,1,"tienen cargos que no hacen referencia a que son, sino que hasta el final, si agregaras leyendas seria mas facil de identificarn antes de pagar, como el cargo relacionado al rembolso, lo sabes que puede ser ocional hasta el final. menos publicidad enganosa"
416,2/27/23 5:45,3,no estan claros los precios
417,2/27/23 5:44,7,"Me dijo al final que la tarifa ya no era válida y tuve que comenzar de nuevo.Eso es ridículo, no es una experiencia agradable para el cliente sobre todo en estos procesos que toman tanto tiempo"
418,2/27/23 5:13,8,good site.
419,2/27/23 5:10,8,"MEJORES COSTOS  EN  MATELAS, NO INCLUIR SEGUROS QUE NADIE SOLICITA."
420,2/27/23 5:08,5,no agregar tantos adicionales
421,2/27/23 5:06,0,no me deja comprar los vuelos
422,2/27/23 5:01,0,Haciéndola más ágil y sencilla
423,2/27/23 5:00,1,mucho dinero que paso
424,2/27/23 4:55,8,"Siendo más claros,"
425,2/27/23 4:50,5,no es muy intuitivo
426,2/27/23 4:47,3,Dejen de hacer que los botones de EXTRAS parezcan opciones de pagar.
427,2/27/23 4:43,0,"NO MANCHEN, EN EL TIEMPO QUE ESTUVE LLENANDO LOS DATOS DE MI VUELO, NO PUEDO CREER QUE LOS BOLETOS SUBIERON $400, QUE ENGAÑOSOS SON!!"
428,2/27/23 4:38,2,Buscamos vuelos baratos y pero solo sabes el precio del TUA hasta el final y cambia todo el panorama del precio
429,2/27/23 4:38,8,MUCHAS PREGUNTAS ADICIONALES CADA PASO
430,2/27/23 4:36,4,es muy tardado el proceso y ofrecen cosas sin sentido
431,2/27/23 4:28,8,PONER LOS PRECIOS RESUMEN DESDE ANTES PARA SABER CUANTO VA SIENDO DEL COSTO
432,2/27/23 4:27,1,NO ES CLARA SU INFORMACIÓN
433,2/27/23 4:24,8,No desactivar la sesiones en tan poco tiempo
434,2/27/23 4:22,0,Mínimo que la página funcione
435,2/27/23 4:00,5,"Por error puse mi segundo nombre incompleto (solo puse la primera letra) y trate de corregirlo y no deja desde la pagina web, solo llamando a servicio al cliente. Pero al llamara servicio al cliente me dice que ellos no lo pueden corregir y que debo escribir a un email para que me lo corrijan."
436,2/27/23 3:54,8,......................
437,2/27/23 3:34,0,pinche mugrero
438,2/27/23 3:30,7,"Son muchas páginas de servicios y cambios, la reservación no se puede hacer rápida."
439,2/27/23 3:14,7,Haciendola mas sencilla sin tantos adicionales
440,2/27/23 3:05,8,esta bien
441,2/27/23 2:48,6,No me dejó comprar en muchas ocasiones
442,2/27/23 2:42,4,MAYOR CLARIDAD EN LAS INSTRUCCIONES
443,2/27/23 2:25,6,Poner precios reales con todo desde el inicio en las sumas
444,2/27/23 2:14,7,"Mucha información por llenar, muy laborioso y tedioso"
445,2/27/23 2:12,0,Each time it booked it said flight was no longer avialble
446,2/27/23 2:11,7,"Precios que incluyan TUA, si no parece engañoso por parte de la aerolínea."
447,2/27/23 2:04,0,"mejoren todo, toda la pagina se traba terrible"
448,2/27/23 1:55,6,los tiempos de espera y servicio en el aeropuerto
449,2/27/23 1:46,8,no coments
450,2/27/23 1:42,5,"Mejorando la página para uso en el celular, sobre todo al tratar de seleccionar asientos"
451,2/27/23 1:42,0,HDP NO ME QUIERAN COBRAR COSAS EXTRA SIEMPRE
452,2/27/23 1:29,8,IT WAS GOOD
453,2/27/23 1:20,8,"Dando el precio total, además de la manera en cómo lo hacen, presentar también la suma total"
454,2/27/23 1:09,8,feliz
455,2/27/23 1:00,5,la página no me permitió completar la reserva y tuve que hacer otra. no sé si me hicieron doble cargo :(
456,2/27/23 0:49,8,"Evitar tantos servicios adicionales que generan costos extras, pueden confundir y hacen tardada la reserva"
457,2/27/23 0:42,8,Ser mas claros con los costos extras
458,2/27/23 0:27,8,UN POCO MAS CLARA EL ALGUNOS CONCEPTOS
459,2/27/23 0:25,8,No me deja quitar vuelos del carrito
460,2/27/23 0:14,8,MEJOR INTERFAZ
461,2/26/23 23:45,0,No acepto mi pago de tarjeta.
462,2/26/23 23:35,8,no puedo acceder al registro para los puntos Doters
463,2/26/23 23:33,4,"LA MEJORA ES ES SU SERVICIO, NO EN SU PÁGINA. SALUDOS :)"
464,2/26/23 23:29,6,No aparece la opcion de diferir los pagos de tarjeta de credito a meses
465,2/26/23 23:13,1,Dejen de sumar cargos automáticamente (seguro de pasajeros) y no confundan con el TUA
466,2/26/23 23:11,8,not to preselect items for me
467,2/26/23 23:11,8,CON MAS OFERTAS INTERNACIONALES
468,2/26/23 23:08,6,El tiempo que  te dan para  elegir   vuelos es muy poco   al igual para llenar toda la información .
469,2/26/23 22:59,5,TUA muy cara
470,2/26/23 22:30,8,Ma practica no tanta pagina
471,2/26/23 22:14,8,DEJAR COTIZAR ANTES DE PONER LOS DATOS DE LAS PERSONAS
472,2/26/23 22:08,5,No tanto cobro extra
473,2/26/23 21:49,8,contar precios con los impuestos
474,2/26/23 21:46,7,Me parece un poco excesivo la cantidad de veces que los botones para continuar sin agregar costo extra estaban escondidos.
476,2/26/23 21:19,0,"Pesima pagina, pesima aplicacion, me tomo dos horas hacer mi reservacion."
477,2/26/23 21:17,0,La pagina no esta leyendo mi tarjeta de credito y sigue compilando mis reservaciones sin dejarme pagar
478,2/26/23 21:07,7,Muy tardado el proceso de pago por un error reportado que no existió
479,2/26/23 20:52,3,EN EL MOMENTO DE AGREGAR MALETA NO ME DEJO HACERLO SOLO POR UN PASAJERO
480,2/26/23 20:52,7,muchas opciones y se vuelve complejo
481,2/26/23 20:41,7,dejen de preseleccionar servicios!
482,2/26/23 20:40,5,"todo muy bien, solo se tarda en aceptar el pago con la tarjeta"
483,2/26/23 20:40,8,No me gusta que tengo pagar extra por asientos.
484,2/26/23 20:40,8,"A veces el servicio declina las tarjetas, aunque los datos de las tarjetas bancarias estén correctos"
485,2/26/23 20:33,7,Separar los adicionales de cada pasajero
486,2/26/23 20:19,8,es confusa
487,2/26/23 19:51,7,"Incluir todo el precio desde un principio, más claridad en todolo que incluye y no, suele ser confuso."
488,2/26/23 19:48,5,pésimo servicio al cliente y se batalla para pagar con tc
489,2/26/23 19:35,8,bajando los precios y quitar impuestos
490,2/26/23 19:21,0,HACEN PROMOCIONES TRAMPOSAS PORQUE OFRECEN VUELOS MUY BARATOS PERO METEN A FUERZA SEGUROS ADICIONALES QUE NO SE PUEDEN ELIMINAR. ASI ES CON EL SEGURO DE REEMBOLSO TOTAL QUE NO QUIERO TOMARLO PERO NO EXISTE NINGUNA CASILLA PARA ELIMINARLO...
491,2/26/23 19:21,8,Siguen llegando promociones a pesar de que pongo que no lleguen a mi correo
492,2/26/23 19:19,6,EN LO QUE ESTABA REALIZANDO LA COMPRA SUBIÓ EL PRECIO DEL BOLETO.OJALÁ REDUJERAN LOS PASOS PARA COMPRAR U OJALÁ RESPETEN EL PRECIO MIENTRAS UNO LLENA TODOS LOS PASOS QUE SOLICITAN. GRACIAS
494,2/26/23 19:06,5,"Muchos extras, TUA etc se hace muy largo el proceso de comparacion de precio, sobre todo con asientos, varia el precio dependiendo el vuelo, no es fijo, porque?... al final se paga mucho mas de lo contemplado"
495,2/26/23 19:05,8,"Que la informacion sea mas clara, que no se agreguen servicios que nosotros no necesitamos o no seleccionamos"
496,2/26/23 19:05,7,Hay detalles poco claros
497,2/26/23 19:05,0,NO ME ACEPTAN MI PAGO CON TARJETA
498,2/26/23 18:59,0,"Ser mas claros, publicidad engañosa"
499,2/26/23 18:59,8,"AGREGAR TUA DESDE EL INICIONO AGREGAR ""REMBOLSO TOTAL"" SIN PREGUNTAR, ME TUVO BUSCANDOLO COMO 20 MINUTOS HASTA QUE ME DI CUENTA QUE LO PUEDES QUITAR ANTES DEL ÚLTIMO PASO (ANTES DE PAGAR)"
500,2/26/23 18:51,0,impossibler para comprar los boletos !!!!!!
501,2/26/23 18:50,7,mostrar la informacion mas facil
502,2/26/23 18:42,3,"No es claro como quitar el cargo adicional de Reembolso Seguro, traté de preguntar por whatsapp y por teléfono y no logré hablar con un humano, ya me había resignado a pagarlo cuando al poner mi tarjeta ya vi donde quitarlo"
503,2/26/23 18:39,6,"Permitan conocer el costo total antes de tener que agregar los nombres, no incluyan cosas adicionales por default."
504,2/26/23 18:33,6,"Que sea más ágil la compra, ofrecen muchos servicios y a veces solo requerimos la compra básica."
505,2/26/23 18:32,7,demasiados elementos adicionales al vuelo a escoger
506,2/26/23 18:29,0,"Se traba mucho, no deja avanzar, hice el proceso fácil unos 8 veces"
507,2/26/23 18:20,6,"EN LA APP TARDA MUCHO EN CARGAR, LO HICE EN DIFERENTES EQUIPOS, Y CON WIFI. ES LENTA LA APP."
508,2/26/23 18:17,5,Muy difícil
509,2/26/23 18:14,5,Mayor claridad en las indicaciones.No generar cargos por seguros en automático
510,2/26/23 18:03,8,tarifas
511,2/26/23 18:03,7,COBRAR POR ELEGIR ASIENTOS
512,2/26/23 17:58,5,la pagina falla en chrome
513,2/26/23 17:56,8,It was a little hard to edit some information in your system.
514,2/26/23 17:54,8,el calendario para ver la fechas y su precio
515,2/26/23 17:43,7,No aceptan American Express
516,2/26/23 17:40,7,me decia que iba vencenla sesion que diera continuar  y nunca me dejo pasar de ahi y el conteo segua asi que tuve que volver a empezar
517,2/26/23 17:37,7,"EXISTE UN CARGO EN OPCIONALES QUE AL PARECER NO ES OPCIONAL, LO CARGAN DE MANERA AUTOMATICA, EN ESTE CASO SON $77 PESOS, EL PROBLEMA ES QUE SI NO LO QUIERO ES FORZOZO."
518,2/26/23 17:35,7,"Con lo de los puntos DOTERS no queda claro de cómo obtenerlos y como utilizarlos, por ejemplo si los quiero utilizar para elegir mis asientos, no me indican como hacerlo.gracias"
519,2/26/23 16:46,7,Son muchos pasos para una simple compra de boletos
520,2/26/23 16:15,8,"no intentar en cada opción agregarte un servicio extra, la gente no es tonta, puede ser una sola pantalla con todos los extras."
521,2/26/23 16:08,5,muy caros
522,2/26/23 16:05,6,"HAY INFORMACION CONFUSA, SON MUCHOS EXTRAS LOS QUE COBRAN Y ESO DISTRAE DE CONCRETAR LA RESERVA MAS RAPIDA Y EFICAZMENTE"
523,2/26/23 15:48,7,"Que no falle, se atore en el proceso o nos limpies todo y regrese a la página de inicio sin los datos y opciones seleccionados. También que no falle el cobro con tarjeta de crédito."
524,2/26/23 15:42,8,"uno entra a la web solo a comprar un vuelo, pero pareciera que entra a un tianguis donde te bombardean de complementos que no necesitamos."
525,2/26/23 15:19,8,AL 100
526,2/26/23 15:07,8,es cuestión de práctica por parte de los usuarios
527,2/26/23 15:04,0,"Enganan ya que seleccionan automáticamente el costo por la protección del vuelo y no es muy visible y no se despliega al final antes de pagar, asi que lo pagas sin saber, me tomo varios pasos entender donde estaba eso que me estaban cobrando. creo que con que sean transparentes en sus cobros es lo que debe ser, no estar traqueando gente para cobrar de mas, es una muestra de muy bajo profesionalismo"
528,2/26/23 14:01,1,failed to process payment despite information being correct
529,2/26/23 13:31,8,HACIENDO MAS PRACTICA SU PAGINA PARA COMPRAR BOLETOS
530,2/26/23 13:01,4,"pongan precios reales. los asientos en el mapa dice un precio y al seleccionarlo, el precio se incrementa."
531,2/26/23 10:32,8,"Hay varios ""trucos"" en las tarifas, sean más transparentes..."
532,2/26/23 9:16,6,"no incluyendo el seguro de reembolso, es poco elegante hacerlo así. Queriendo engañar."
533,2/26/23 8:45,3,eso del uso de aeropuerto esta mal
534,2/26/23 8:42,3,TODO ES SUPER CONFUSO A PROPÓSITO
535,2/26/23 8:09,0,Esa forma tan insistente de tratar de aumentar los costos tan mañosamente durante todo el proceso de compra es molesta y frustrante
536,2/26/23 6:46,0,"Pésima web, se borra, toca cargar varias veces...."
537,2/26/23 5:58,8,siendo mas claros los rubros de eleccion
538,2/26/23 5:52,0,"menos spam, precios completos, no seburlen del consumidor"
539,2/26/23 5:36,0,Pagos con tarjeta de crédito no se procesan
540,2/26/23 5:24,7,mejorar la interfas para el usuario
541,2/26/23 5:16,2,DEMASIADO ARTICULO EXTRA Y NO ME DEJABA PAGAR DESDE EL CELULAR
542,2/26/23 5:13,8,Hacer más fácil la fecha de nacimiento.
543,2/26/23 5:06,3,"Difícil de usar, da poco tiempo para reservar con calma o hablar con mi banco"
544,2/26/23 4:59,5,opciones
545,2/26/23 4:57,7,Son muchas las opciones y eso lo hace confuso
546,2/26/23 4:37,3,eS QUE NO ME DEJABA HACER EL PAGO CON TARJETA DE CREDITO
547,2/26/23 4:07,6,Sin agregar tantos cargos ocultos
548,2/26/23 3:32,8,muy facil para usar
549,2/26/23 3:26,8,muy caros los vuelos =( buenservicio
550,2/26/23 3:16,8,siempre es mejor una persona que una máquina
